"NDB_No","Nutrient","Nutr_Val","Units"
"19025",Protein,8.72,g
"19026",Protein,10.2,g
"19031",Protein,17.31,g
"19033",Protein,8.83,g
"19034",Protein,12.94,g
"19036",Protein,9.7,g
"19041",Protein,61.3,g
"19047",Protein,10.04,g
"19049",Protein,9.85,g
"19051",Protein,8.2,g
"19062",Protein,14.2,g
"19069",Protein,5.4,g
"19074",Protein,4.6,g
"19078",Protein,14.32,g
"19080",Protein,4.2,g
"19087",Protein,5.87,g
"19095",Protein,3.5,g
"19097",Protein,1.1,g
"19108",Protein,0.0,g
"19109",Protein,6.51,g
"19111",Protein,5.4,g
"19115",Protein,8.1,g
"19116",Protein,1.8,g
"19120",Protein,7.65,g
"19125",Protein,5.41,g
"19126",Protein,13.1,g
"19127",Protein,4.1,g
"19132",Protein,9.0,g
"19134",Protein,7.64,g
"19135",Protein,4.01,g
"19136",Protein,3.13,g
"19141",Protein,4.33,g
"19142",Protein,4.6,g
"19143",Protein,10.22,g
"19144",Protein,2.5,g
"19150",Protein,10.24,g
"19151",Protein,12.46,g
"19152",Protein,5.08,g
"19154",Protein,11.6,g
"19155",Protein,7.53,g
"19156",Protein,0.41,g
"19159",Protein,2.6,g
"19160",Protein,4.91,g
"19162",Protein,8.04,g
"19163",Protein,0.0,g
"19165",Protein,19.6,g
"19177",Protein,85.6,g
"19183",Protein,2.09,g
"19193",Protein,3.23,g
"19201",Protein,1.45,g
"19218",Protein,1.95,g
"19249",Protein,9.53,g
"19270",Protein,3.8,g
"19293",Protein,4.0,g
"19296",Protein,0.3,g
"19297",Protein,0.37,g
"19300",Protein,0.15,g
"19303",Protein,0.3,g
"19304",Protein,0.0,g
"19334",Protein,0.12,g
"19335",Protein,0.0,g
"19370",Protein,0.19,g
"19400",Protein,2.3,g
"19404",Protein,5.65,g
"19411",Protein,6.39,g
"19415",Protein,6.7,g
"19418",Protein,10.9,g
"19434",Protein,8.5,g
"19435",Protein,5.9,g
"19437",Protein,9.64,g
"19438",Protein,3.4,g
"19441",Protein,4.22,g
"19524",Protein,2.3,g
"19719",Protein,0.7,g
"19816",Protein,8.2,g
"19896",Protein,8.93,g
"19905",Protein,5.09,g
"19912",Protein,0.09,g
"19918",Protein,0.0,g
"19920",Protein,0.0,g
"19923",Protein,13.44,g
"20033",Protein,17.3,g
"20037",Protein,2.74,g
"20055",Protein,2.02,g
"20061",Protein,5.95,g
"20063",Protein,15.91,g
"20068",Protein,0.19,g
"20080",Protein,13.21,g
"20081",Protein,10.33,g
"20089",Protein,3.99,g
"20118",Protein,10.33,g
"20121",Protein,5.8,g
"20125",Protein,5.99,g
"20126",Protein,13.35,g
"20134",Protein,1.79,g
"20137",Protein,4.4,g
"20410",Protein,4.54,g
"20654",Protein,3.46,g
"21024",Protein,6.0,g
"21026",Protein,2.58,g
"21059",Protein,7.84,g
"21064",Protein,7.03,g
"21078",Protein,4.32,g
"21082",Protein,8.86,g
"21106",Protein,11.26,g
"21108",Protein,13.3,g
"21129",Protein,6.16,g
"21130",Protein,3.86,g
"21299",Protein,11.39,g
"21302",Protein,11.74,g
"21304",Protein,11.02,g
"21397",Protein,13.69,g
"21399",Protein,15.5,g
"21401",Protein,19.22,g
"21469",Protein,23.51,g
"21470",Protein,21.13,g
"21471",Protein,19.23,g
"21472",Protein,21.14,g
"21486",Protein,9.25,g
"21487",Protein,13.3,g
"21488",Protein,15.05,g
"21520",Protein,12.2,g
"23197",Protein,23.69,g
"23220",Protein,25.07,g
"25001",Protein,12.6,g
"25012",Protein,2.94,g
"25013",Protein,7.95,g
"25017",Protein,14.15,g
"25020",Protein,16.19,g
"25021",Protein,20.75,g
"25025",Protein,26.5,g
"25026",Protein,8.38,g
"25027",Protein,2.28,g
"25028",Protein,6.62,g
"25031",Protein,30.0,g
"25037",Protein,11.79,g
"25040",Protein,5.32,g
"25046",Protein,12.34,g
"25048",Protein,9.38,g
"25051",Protein,14.71,g
"25059",Protein,8.2,g
"25060",Protein,7.05,g
"25066",Protein,14.11,g
"25067",Protein,30.34,g
"25070",Protein,7.14,g
"25071",Protein,10.0,g
"27046",Protein,0.36,g
"27047",Protein,1.13,g
"27048",Protein,1.25,g
"27049",Protein,1.0,g
"27050",Protein,0.27,g
"27051",Protein,1.36,g
"27052",Protein,3.14,g
"27059",Protein,6.31,g
"27063",Protein,0.62,g
"27064",Protein,2.23,g
"27065",Protein,5.44,g
"27066",Protein,1.09,g
"28287",Protein,10.2,g
"28291",Protein,3.0,g
"28292",Protein,7.1,g
"28295",Protein,9.76,g
"28302",Protein,5.71,g
"28304",Protein,7.14,g
"28305",Protein,5.71,g
"28309",Protein,3.02,g
"28315",Protein,7.05,g
"28318",Protein,8.33,g
"28319",Protein,9.3,g
"28322",Protein,9.9,g
"28324",Protein,10.53,g
"28332",Protein,2.19,g
"28337",Protein,4.31,g
"28345",Protein,11.25,g
"28346",Protein,2.72,g
"28347",Protein,3.31,g
"28349",Protein,4.02,g
"28397",Protein,13.36,g
"31023",Protein,2.16,g
"31032",Protein,0.8,g
"31033",Protein,0.33,g
"31034",Protein,0.8,g
"31035",Protein,0.49,g
"36041",Protein,10.83,g
"36403",Protein,11.31,g
"36409",Protein,11.72,g
"36410",Protein,11.51,g
"36411",Protein,3.48,g
"36412",Protein,7.35,g
"36417",Protein,3.28,g
"36418",Protein,6.91,g
"36602",Protein,4.05,g
"36603",Protein,7.08,g
"36618",Protein,12.9,g
"36619",Protein,9.76,g
"36624",Protein,1.34,g
"36629",Protein,14.46,g
"36633",Protein,14.33,g
"42063",Protein,0.0,g
"42116",Protein,1.5,g
"42117",Protein,25.0,g
"42135",Protein,3.0,g
"42137",Protein,1.2,g
"42138",Protein,0.9,g
"42151",Protein,0.0,g
"42153",Protein,2.1,g
"42157",Protein,1.4,g
"42178",Protein,5.95,g
"42186",Protein,3.0,g
"42189",Protein,4.1,g
"42192",Protein,1.52,g
"42196",Protein,3.2,g
"42200",Protein,25.56,g
"42230",Protein,0.0,g
"42231",Protein,0.11,g
"42236",Protein,7.1,g
"42237",Protein,11.43,g
"42240",Protein,7.7,g
"42256",Protein,0.0,g
"42259",Protein,9.0,g
"42261",Protein,9.0,g
"42265",Protein,7.9,g
"42289",Protein,0.0,g
"42290",Protein,3.4,g
"42297",Protein,9.8,g
"43015",Protein,2.17,g
"43016",Protein,0.9,g
"43017",Protein,1.9,g
"43019",Protein,0.1,g
"43021",Protein,0.3,g
"43031",Protein,9.5,g
"43060",Protein,0.0,g
"43109",Protein,8.2,g
"43112",Protein,5.0,g
"43114",Protein,0.1,g
"43128",Protein,23.64,g
"43130",Protein,19.61,g
"43131",Protein,17.78,g
"43132",Protein,21.0,g
"43134",Protein,23.0,g
"43137",Protein,21.0,g
"43142",Protein,1.1,g
"43143",Protein,1.6,g
"43144",Protein,1.1,g
"43146",Protein,0.9,g
"43214",Protein,2.0,g
"43215",Protein,1.25,g
"43218",Protein,11.2,g
"43241",Protein,9.5,g
"43245",Protein,7.1,g
"43278",Protein,16.7,g
"43282",Protein,25.1,g
"43283",Protein,32.4,g
"43287",Protein,23.9,g
"43299",Protein,12.5,g
"43312",Protein,1.4,g
"43331",Protein,1.8,g
"43355",Protein,0.3,g
"43365",Protein,0.6,g
"43382",Protein,0.39,g
"43387",Protein,1.36,g
"43392",Protein,2.7,g
"43393",Protein,10.93,g
"43410",Protein,21.28,g
"43476",Protein,3.5,g
"43483",Protein,13.0,g
"43495",Protein,10.0,g
"43543",Protein,1.6,g
"43570",Protein,7.12,g
"44005",Protein,0.0,g
"80200",Protein,16.4,g
"90240",Protein,20.54,g
"90560",Protein,16.1,g
"93600",Protein,19.8,g
"01004",Calories,353.0,kcal
"01005",Calories,371.0,kcal
"01006",Calories,334.0,kcal
"01007",Calories,300.0,kcal
"01009",Calories,404.0,kcal
"01011",Calories,394.0,kcal
"01012",Calories,98.0,kcal
"01017",Calories,350.0,kcal
"01018",Calories,357.0,kcal
"01019",Calories,264.0,kcal
"01020",Calories,389.0,kcal
"01022",Calories,356.0,kcal
"01023",Calories,413.0,kcal
"01024",Calories,327.0,kcal
"01025",Calories,373.0,kcal
"01026",Calories,300.0,kcal
"01028",Calories,254.0,kcal
"01030",Calories,368.0,kcal
"01033",Calories,392.0,kcal
"01034",Calories,352.0,kcal
"01035",Calories,351.0,kcal
"01036",Calories,174.0,kcal
"01038",Calories,387.0,kcal
"01040",Calories,393.0,kcal
"01043",Calories,375.0,kcal
"01044",Calories,334.0,kcal
"01054",Calories,257.0,kcal
"01055",Calories,135.0,kcal
"01057",Calories,88.0,kcal
"01089",Calories,61.0,kcal
"01095",Calories,321.0,kcal
"01107",Calories,70.0,kcal
"01115",Calories,353.0,kcal
"01116",Calories,61.0,kcal
"01117",Calories,63.0,kcal
"01118",Calories,56.0,kcal
"01124",Calories,52.0,kcal
"01125",Calories,322.0,kcal
"01128",Calories,196.0,kcal
"01129",Calories,155.0,kcal
"01130",Calories,154.0,kcal
"01131",Calories,143.0,kcal
"01132",Calories,149.0,kcal
"01138",Calories,185.0,kcal
"01139",Calories,185.0,kcal
"01140",Calories,158.0,kcal
"01144",Calories,444.0,kcal
"01156",Calories,452.0,kcal
"01157",Calories,364.0,kcal
"01159",Calories,264.0,kcal
"01178",Calories,181.0,kcal
"01179",Calories,136.0,kcal
"01180",Calories,74.0,kcal
"01185",Calories,370.0,kcal
"01200",Calories,149.0,kcal
"01223",Calories,411.0,kcal
"01225",Calories,315.0,kcal
"01230",Calories,62.0,kcal
"01236",Calories,222.0,kcal
"01237",Calories,331.0,kcal
"01238",Calories,237.0,kcal
"01239",Calories,240.0,kcal
"01240",Calories,354.0,kcal
"01243",Calories,129.0,kcal
"01244",Calories,147.0,kcal
"01251",Calories,358.0,kcal
"01256",Calories,59.0,kcal
"01263",Calories,141.0,kcal
"01270",Calories,410.0,kcal
"01287",Calories,73.0,kcal
"01289",Calories,41.0,kcal
"01290",Calories,62.0,kcal
"01293",Calories,97.0,kcal
"01300",Calories,303.0,kcal
"01301",Calories,254.0,kcal
"01302",Calories,165.0,kcal
"01305",Calories,54.0,kcal
"01306",Calories,265.0,kcal
"04001",Calories,902.0,kcal
"04002",Calories,902.0,kcal
"04013",Calories,64.0,kcal
"04015",Calories,355.0,kcal
"04016",Calories,443.0,kcal
"04017",Calories,379.0,kcal
"04018",Calories,250.0,kcal
"04020",Calories,222.0,kcal
"04021",Calories,102.0,kcal
"04022",Calories,141.0,kcal
"04025",Calories,680.0,kcal
"04027",Calories,232.0,kcal
"04038",Calories,884.0,kcal
"04042",Calories,884.0,kcal
"04044",Calories,884.0,kcal
"04047",Calories,892.0,kcal
"04053",Calories,884.0,kcal
"04058",Calories,884.0,kcal
"04114",Calories,240.0,kcal
"04120",Calories,457.0,kcal
"04135",Calories,449.0,kcal
"04367",Calories,132.0,kcal
"04502",Calories,884.0,kcal
"04506",Calories,884.0,kcal
"04511",Calories,884.0,kcal
"04513",Calories,862.0,kcal
"04518",Calories,900.0,kcal
"04520",Calories,902.0,kcal
"04528",Calories,884.0,kcal
"04529",Calories,884.0,kcal
"04539",Calories,484.0,kcal
"04542",Calories,900.0,kcal
"04554",Calories,884.0,kcal
"04574",Calories,882.0,kcal
"04575",Calories,900.0,kcal
"04582",Calories,884.0,kcal
"04601",Calories,499.0,kcal
"04602",Calories,499.0,kcal
"04609",Calories,897.0,kcal
"04610",Calories,717.0,kcal
"04611",Calories,713.0,kcal
"04612",Calories,537.0,kcal
"04615",Calories,884.0,kcal
"04631",Calories,44.0,kcal
"04633",Calories,175.0,kcal
"04635",Calories,132.0,kcal
"04636",Calories,47.0,kcal
"04639",Calories,430.0,kcal
"04641",Calories,238.0,kcal
"04652",Calories,884.0,kcal
"04659",Calories,884.0,kcal
"04666",Calories,884.0,kcal
"04679",Calories,792.0,kcal
"04686",Calories,207.0,kcal
"04703",Calories,464.0,kcal
"04704",Calories,399.0,kcal
"04705",Calories,131.0,kcal
"04706",Calories,169.0,kcal
"04708",Calories,361.0,kcal
"04709",Calories,158.0,kcal
"05009",Calories,239.0,kcal
"05013",Calories,190.0,kcal
"05028",Calories,167.0,kcal
"05060",Calories,197.0,kcal
"05064",Calories,165.0,kcal
"05103",Calories,254.0,kcal
"05140",Calories,337.0,kcal
"05142",Calories,201.0,kcal
"05147",Calories,305.0,kcal
"05166",Calories,189.0,kcal
"05168",Calories,159.0,kcal
"05220",Calories,147.0,kcal
"05277",Calories,165.0,kcal
"05284",Calories,169.0,kcal
"05306",Calories,203.0,kcal
"05324",Calories,287.0,kcal
"05327",Calories,263.0,kcal
"05642",Calories,175.0,kcal
"06008",Calories,7.0,kcal
"06015",Calories,71.0,kcal
"06018",Calories,41.0,kcal
"06022",Calories,53.0,kcal
"06024",Calories,33.0,kcal
"06027",Calories,56.0,kcal
"06039",Calories,53.0,kcal
"06050",Calories,77.0,kcal
"06067",Calories,39.0,kcal
"06070",Calories,66.0,kcal
"06112",Calories,89.0,kcal
"06116",Calories,53.0,kcal
"06119",Calories,48.0,kcal
"06125",Calories,51.0,kcal
"06150",Calories,172.0,kcal
"06164",Calories,29.0,kcal
"06165",Calories,105.0,kcal
"06166",Calories,147.0,kcal
"06167",Calories,186.0,kcal
"06169",Calories,12.0,kcal
"06175",Calories,220.0,kcal
"06176",Calories,51.0,kcal
"06179",Calories,35.0,kcal
"06194",Calories,6.0,kcal
"06208",Calories,65.0,kcal
"06618",Calories,179.0,kcal
"06749",Calories,48.0,kcal
"06931",Calories,50.0,kcal
"06961",Calories,21.0,kcal
"06962",Calories,20.0,kcal
"06963",Calories,16.0,kcal
"06971",Calories,78.0,kcal
"06972",Calories,92.0,kcal
"06980",Calories,98.0,kcal
"07010",Calories,247.0,kcal
"07013",Calories,333.0,kcal
"07019",Calories,455.0,kcal
"07057",Calories,504.0,kcal
"07072",Calories,378.0,kcal
"07081",Calories,106.0,kcal
"07089",Calories,344.0,kcal
"07919",Calories,235.0,kcal
"07956",Calories,332.0,kcal
"07974",Calories,253.0,kcal
"08001",Calories,259.0,kcal
"08002",Calories,389.0,kcal
"08003",Calories,375.0,kcal
"08005",Calories,257.0,kcal
"08010",Calories,398.0,kcal
"08011",Calories,397.0,kcal
"08012",Calories,417.0,kcal
"08013",Calories,376.0,kcal
"08014",Calories,389.0,kcal
"08015",Calories,397.0,kcal
"08017",Calories,380.0,kcal
"08018",Calories,331.0,kcal
"08019",Calories,370.0,kcal
"08020",Calories,357.0,kcal
"08023",Calories,395.0,kcal
"08025",Calories,394.0,kcal
"08028",Calories,327.0,kcal
"08029",Calories,328.0,kcal
"08030",Calories,375.0,kcal
"08031",Calories,350.0,kcal
"08032",Calories,384.0,kcal
"08034",Calories,402.0,kcal
"08035",Calories,374.0,kcal
"08037",Calories,489.0,kcal
"08038",Calories,361.0,kcal
"08039",Calories,376.0,kcal
"08045",Calories,376.0,kcal
"08046",Calories,394.0,kcal
"08047",Calories,381.0,kcal
"08048",Calories,357.0,kcal
"08049",Calories,374.0,kcal
"08050",Calories,380.0,kcal
"08054",Calories,421.0,kcal
"08057",Calories,375.0,kcal
"08058",Calories,374.0,kcal
"08059",Calories,406.0,kcal
"08060",Calories,318.0,kcal
"08061",Calories,324.0,kcal
"08064",Calories,375.0,kcal
"08065",Calories,381.0,kcal
"08066",Calories,383.0,kcal
"08067",Calories,377.0,kcal
"08068",Calories,387.0,kcal
"08069",Calories,369.0,kcal
"08071",Calories,380.0,kcal
"08073",Calories,380.0,kcal
"08074",Calories,357.0,kcal
"08078",Calories,384.0,kcal
"08081",Calories,373.0,kcal
"08082",Calories,345.0,kcal
"08083",Calories,385.0,kcal
"08084",Calories,382.0,kcal
"08085",Calories,372.0,kcal
"08087",Calories,370.0,kcal
"08089",Calories,353.0,kcal
"08090",Calories,370.0,kcal
"08101",Calories,52.0,kcal
"08104",Calories,360.0,kcal
"08106",Calories,366.0,kcal
"08121",Calories,71.0,kcal
"08123",Calories,68.0,kcal
"08138",Calories,387.0,kcal
"08146",Calories,366.0,kcal
"08147",Calories,337.0,kcal
"08148",Calories,351.0,kcal
"08159",Calories,368.0,kcal
"08189",Calories,389.0,kcal
"08191",Calories,352.0,kcal
"08192",Calories,395.0,kcal
"08194",Calories,413.0,kcal
"08200",Calories,334.0,kcal
"08202",Calories,390.0,kcal
"08204",Calories,405.0,kcal
"08206",Calories,389.0,kcal
"08211",Calories,412.0,kcal
"08214",Calories,379.0,kcal
"08216",Calories,372.0,kcal
"08218",Calories,412.0,kcal
"08220",Calories,388.0,kcal
"08239",Calories,378.0,kcal
"08243",Calories,374.0,kcal
"08244",Calories,207.0,kcal
"08245",Calories,372.0,kcal
"08259",Calories,378.0,kcal
"08261",Calories,368.0,kcal
"08262",Calories,358.0,kcal
"08263",Calories,386.0,kcal
"08267",Calories,376.0,kcal
"08268",Calories,386.0,kcal
"08270",Calories,383.0,kcal
"08271",Calories,383.0,kcal
"08272",Calories,410.0,kcal
"08273",Calories,386.0,kcal
"08274",Calories,376.0,kcal
"08277",Calories,381.0,kcal
"08284",Calories,381.0,kcal
"08286",Calories,355.0,kcal
"08288",Calories,395.0,kcal
"08290",Calories,353.0,kcal
"08305",Calories,390.0,kcal
"08309",Calories,385.0,kcal
"08318",Calories,371.0,kcal
"08346",Calories,401.0,kcal
"08349",Calories,391.0,kcal
"08376",Calories,376.0,kcal
"08380",Calories,354.0,kcal
"08383",Calories,358.0,kcal
"08386",Calories,367.0,kcal
"08387",Calories,364.0,kcal
"08388",Calories,336.0,kcal
"08390",Calories,299.0,kcal
"08393",Calories,311.0,kcal
"08409",Calories,389.0,kcal
"08435",Calories,346.0,kcal
"08462",Calories,338.0,kcal
"08469",Calories,357.0,kcal
"08484",Calories,342.0,kcal
"08494",Calories,425.0,kcal
"08495",Calories,397.0,kcal
"08500",Calories,354.0,kcal
"08501",Calories,404.0,kcal
"08513",Calories,381.0,kcal
"08531",Calories,367.0,kcal
"08538",Calories,376.0,kcal
"08543",Calories,366.0,kcal
"08544",Calories,384.0,kcal
"08550",Calories,397.0,kcal
"08553",Calories,400.0,kcal
"08554",Calories,413.0,kcal
"08560",Calories,379.0,kcal
"08571",Calories,467.0,kcal
"08579",Calories,386.0,kcal
"08582",Calories,366.0,kcal
"08583",Calories,381.0,kcal
"08584",Calories,381.0,kcal
"08586",Calories,383.0,kcal
"08588",Calories,410.0,kcal
"08592",Calories,375.0,kcal
"08593",Calories,380.0,kcal
"08594",Calories,412.0,kcal
"08595",Calories,403.0,kcal
"08596",Calories,344.0,kcal
"08598",Calories,323.0,kcal
"08599",Calories,317.0,kcal
"08602",Calories,375.0,kcal
"08603",Calories,363.0,kcal
"08610",Calories,332.0,kcal
"08633",Calories,394.0,kcal
"08635",Calories,380.0,kcal
"08637",Calories,378.0,kcal
"08643",Calories,364.0,kcal
"08655",Calories,399.0,kcal
"08656",Calories,350.0,kcal
"08657",Calories,333.0,kcal
"09003",Calories,52.0,kcal
"09004",Calories,48.0,kcal
"09009",Calories,346.0,kcal
"09011",Calories,243.0,kcal
"09016",Calories,46.0,kcal
"09019",Calories,42.0,kcal
"09021",Calories,48.0,kcal
"09022",Calories,27.0,kcal
"09027",Calories,83.0,kcal
"09032",Calories,241.0,kcal
"09036",Calories,56.0,kcal
"09037",Calories,160.0,kcal
"09040",Calories,89.0,kcal
"09041",Calories,346.0,kcal
"09042",Calories,43.0,kcal
"09043",Calories,38.0,kcal
"09044",Calories,333.0,kcal
"09046",Calories,92.0,kcal
"09048",Calories,64.0,kcal
"09050",Calories,57.0,kcal
"09052",Calories,88.0,kcal
"09057",Calories,50.0,kcal
"09059",Calories,103.0,kcal
"09060",Calories,31.0,kcal
"09063",Calories,50.0,kcal
"09066",Calories,91.0,kcal
"09070",Calories,63.0,kcal
"09074",Calories,83.0,kcal
"09078",Calories,46.0,kcal
"09079",Calories,308.0,kcal
"09081",Calories,159.0,kcal
"09084",Calories,56.0,kcal
"09085",Calories,283.0,kcal
"09087",Calories,282.0,kcal
"09089",Calories,74.0,kcal
"09092",Calories,88.0,kcal
"09094",Calories,249.0,kcal
"09105",Calories,73.0,kcal
"09111",Calories,32.0,kcal
"09128",Calories,39.0,kcal
"09131",Calories,67.0,kcal
"09132",Calories,69.0,kcal
"09134",Calories,76.0,kcal
"09135",Calories,60.0,kcal
"09139",Calories,68.0,kcal
"09143",Calories,36.0,kcal
"09148",Calories,61.0,kcal
"09149",Calories,71.0,kcal
"09150",Calories,29.0,kcal
"09152",Calories,22.0,kcal
"09153",Calories,17.0,kcal
"09159",Calories,30.0,kcal
"09160",Calories,25.0,kcal
"09161",Calories,21.0,kcal
"09163",Calories,317.0,kcal
"09164",Calories,66.0,kcal
"09165",Calories,277.0,kcal
"09167",Calories,55.0,kcal
"09176",Calories,60.0,kcal
"09178",Calories,319.0,kcal
"09181",Calories,34.0,kcal
"09183",Calories,28.0,kcal
"09184",Calories,36.0,kcal
"09190",Calories,43.0,kcal
"09191",Calories,44.0,kcal
"09193",Calories,115.0,kcal
"09195",Calories,145.0,kcal
"09200",Calories,47.0,kcal
"09206",Calories,45.0,kcal
"09207",Calories,47.0,kcal
"09209",Calories,49.0,kcal
"09218",Calories,53.0,kcal
"09219",Calories,37.0,kcal
"09221",Calories,43.0,kcal
"09226",Calories,43.0,kcal
"09229",Calories,57.0,kcal
"09232",Calories,51.0,kcal
"09233",Calories,60.0,kcal
"09236",Calories,39.0,kcal
"09237",Calories,24.0,kcal
"09241",Calories,74.0,kcal
"09246",Calories,239.0,kcal
"09251",Calories,54.0,kcal
"09252",Calories,57.0,kcal
"09253",Calories,29.0,kcal
"09257",Calories,74.0,kcal
"09259",Calories,262.0,kcal
"09262",Calories,60.0,kcal
"09263",Calories,70.0,kcal
"09266",Calories,50.0,kcal
"09267",Calories,32.0,kcal
"09270",Calories,78.0,kcal
"09277",Calories,122.0,kcal
"09278",Calories,116.0,kcal
"09279",Calories,46.0,kcal
"09281",Calories,41.0,kcal
"09284",Calories,89.0,kcal
"09286",Calories,83.0,kcal
"09291",Calories,240.0,kcal
"09294",Calories,71.0,kcal
"09297",Calories,302.0,kcal
"09298",Calories,299.0,kcal
"09302",Calories,52.0,kcal
"09304",Calories,91.0,kcal
"09307",Calories,21.0,kcal
"09309",Calories,21.0,kcal
"09315",Calories,66.0,kcal
"09316",Calories,32.0,kcal
"09317",Calories,92.0,kcal
"09322",Calories,239.0,kcal
"09326",Calories,30.0,kcal
"09328",Calories,165.0,kcal
"09340",Calories,42.0,kcal
"09352",Calories,88.0,kcal
"09409",Calories,53.0,kcal
"09426",Calories,322.0,kcal
"09434",Calories,59.0,kcal
"09436",Calories,51.0,kcal
"09442",Calories,54.0,kcal
"09508",Calories,53.0,kcal
"09513",Calories,50.0,kcal
"09515",Calories,56.0,kcal
"09516",Calories,52.0,kcal
"09519",Calories,48.0,kcal
"09530",Calories,48.0,kcal
"09531",Calories,50.0,kcal
"10007",Calories,626.0,kcal
"10022",Calories,242.0,kcal
"10026",Calories,210.0,kcal
"10089",Calories,397.0,kcal
"10136",Calories,178.0,kcal
"10182",Calories,162.0,kcal
"10220",Calories,297.0,kcal
"10862",Calories,468.0,kcal
"10998",Calories,146.0,kcal
"11001",Calories,23.0,kcal
"11008",Calories,53.0,kcal
"11011",Calories,20.0,kcal
"11012",Calories,22.0,kcal
"11015",Calories,19.0,kcal
"11023",Calories,34.0,kcal
"11025",Calories,19.0,kcal
"11026",Calories,27.0,kcal
"11028",Calories,19.0,kcal
"11032",Calories,123.0,kcal
"11043",Calories,30.0,kcal
"11050",Calories,30.0,kcal
"11052",Calories,31.0,kcal
"11053",Calories,35.0,kcal
"11056",Calories,21.0,kcal
"11080",Calories,43.0,kcal
"11081",Calories,44.0,kcal
"11084",Calories,31.0,kcal
"11086",Calories,22.0,kcal
"11087",Calories,27.0,kcal
"11090",Calories,34.0,kcal
"11091",Calories,35.0,kcal
"11096",Calories,22.0,kcal
"11097",Calories,33.0,kcal
"11098",Calories,43.0,kcal
"11099",Calories,36.0,kcal
"11104",Calories,72.0,kcal
"11105",Calories,88.0,kcal
"11109",Calories,25.0,kcal
"11110",Calories,23.0,kcal
"11112",Calories,31.0,kcal
"11113",Calories,29.0,kcal
"11114",Calories,27.0,kcal
"11117",Calories,12.0,kcal
"11118",Calories,15.0,kcal
"11119",Calories,16.0,kcal
"11124",Calories,41.0,kcal
"11125",Calories,35.0,kcal
"11128",Calories,25.0,kcal
"11134",Calories,160.0,kcal
"11135",Calories,25.0,kcal
"11136",Calories,23.0,kcal
"11141",Calories,42.0,kcal
"11143",Calories,16.0,kcal
"11144",Calories,18.0,kcal
"11147",Calories,19.0,kcal
"11148",Calories,20.0,kcal
"11149",Calories,19.0,kcal
"11152",Calories,23.0,kcal
"11156",Calories,30.0,kcal
"11158",Calories,20.0,kcal
"11161",Calories,32.0,kcal
"11162",Calories,33.0,kcal
"11165",Calories,23.0,kcal
"11168",Calories,96.0,kcal
"11172",Calories,67.0,kcal
"11192",Calories,97.0,kcal
"11203",Calories,32.0,kcal
"11204",Calories,23.0,kcal
"11205",Calories,15.0,kcal
"11206",Calories,12.0,kcal
"11207",Calories,45.0,kcal
"11208",Calories,33.0,kcal
"11209",Calories,25.0,kcal
"11210",Calories,35.0,kcal
"11212",Calories,121.0,kcal
"11213",Calories,17.0,kcal
"11214",Calories,19.0,kcal
"11215",Calories,149.0,kcal
"11216",Calories,80.0,kcal
"11223",Calories,60.0,kcal
"11226",Calories,73.0,kcal
"11232",Calories,37.0,kcal
"11234",Calories,28.0,kcal
"11241",Calories,27.0,kcal
"11242",Calories,29.0,kcal
"11245",Calories,32.0,kcal
"11246",Calories,61.0,kcal
"11250",Calories,13.0,kcal
"11251",Calories,17.0,kcal
"11252",Calories,14.0,kcal
"11253",Calories,15.0,kcal
"11255",Calories,66.0,kcal
"11261",Calories,28.0,kcal
"11264",Calories,25.0,kcal
